,Local_time,neighborhood,total_cars,weekday,hour,latitude,longitude
172278,2019-11-09 14:00:00+02:00,Tzahala Gardens,20,5,14,32.11954,34.82632
350931,2020-02-05 02:30:00+02:00,Neve Avivim and its surroundings,60,2,2,32.12125,34.79977
71206,2019-09-16 11:00:00+03:00,Tzahala,10,0,11,32.121790000000004,34.837920000000004
174391,2019-11-12 06:00:00+02:00,The new north - the state square,14,1,6,32.086678000000006,34.791337
268057,2019-12-26 07:30:00+02:00,Tzahala,26,3,7,32.12115,34.83488
172336,2019-11-09 14:30:00+02:00,Tel aviv university,56,5,14,32.11496,34.80202
166463,2019-11-07 19:00:00+02:00,Neve Chen,15,3,19,32.0521,34.80951
388075,2020-02-23 16:00:00+02:00,Neve Tzedek,53,6,16,32.061358,34.761935
365883,2020-02-12 19:00:00+02:00,Atidim,72,2,19,32.106652000000004,34.835506
223839,2019-12-03 13:00:00+02:00,Plan for,59,1,13,32.10733,34.79067
322209,2020-01-26 03:30:00+02:00,Old Jaffa,28,6,3,32.051513,34.749902
7590,2018-07-07 21:00:00+03:00,Hope,23,5,21,32.04945,34.7865
217462,2019-12-01 14:00:00+02:00,Neve Ofer,16,6,14,32.040491,34.76562
72164,2019-09-16 18:30:00+03:00,Kfir,20,0,18,32.04739,34.80567
331814,2020-01-29 04:00:00+02:00,Level of pilots,11,2,4,32.059259999999995,34.80786
211433,2019-11-29 16:30:00+02:00,Jaffa Genoa Golan,25,4,16,32.03099,34.74943
361368,2020-02-11 08:00:00+02:00,Spring Cliffs,25,1,8,32.12379,34.792759999999994
138781,2019-10-25 09:30:00+03:00,The new north - the southern part,23,4,9,32.07837,34.78253
252563,2019-12-18 12:00:00+02:00,Spring Cliffs,56,2,12,32.130074,34.791931
252473,2019-12-18 11:30:00+02:00,Neve Ofer,18,2,11,32.04808,34.764720000000004
145054,2019-10-28 08:00:00+02:00,North Jaffa,27,0,8,32.056754,34.760987
385397,2020-02-22 20:30:00+02:00,Afeka,21,5,20,32.11849,34.80337
295898,2020-01-10 23:30:00+02:00,Tzahalon and savings settlements,68,4,23,32.04221,34.75632
74524,2019-09-17 12:00:00+03:00,Spring Cliffs,30,1,12,32.1236,34.79338
326439,2020-01-27 11:30:00+02:00,Neve Dan,9,0,11,32.11084,34.82922
277778,2020-01-02 08:00:00+02:00,Tel aviv university,61,3,8,32.1066,34.8043
75286,2019-09-17 18:00:00+03:00,Plan for,78,1,18,32.107240000000004,34.7906
10561,2018-07-09 19:30:00+03:00,Tel Baruch,5,0,19,32.11969000000001,34.81662
218261,2019-12-01 20:00:00+02:00,Kiryat Shalom,5,6,20,32.043890000000005,34.77471
109666,2019-10-12 09:00:00+03:00,Plan for,30,5,9,32.10729,34.790659999999995
252529,2019-12-18 12:00:00+02:00,Kfir,7,2,12,32.047470000000004,34.80205
66028,2019-09-12 20:30:00+03:00,Ajami and Givat Aliya,135,3,20,32.04737,34.75183
264564,2019-12-25 05:30:00+02:00,Old Jaffa,59,2,5,32.053555,34.753245
282296,2020-01-03 17:30:00+02:00,Yarkon Park,44,4,17,32.10578,34.81927
140110,2019-10-25 19:30:00+03:00,Ramat Aviv c,68,4,19,32.12733,34.79666
106799,2019-10-10 12:00:00+03:00,Employment area - Holon Junction,11,3,12,32.03691,34.77688
277108,2020-01-02 03:00:00+02:00,Sarona Gardens,25,3,3,32.0736,34.7843
283455,2020-01-04 02:30:00+02:00,Port of Tel Aviv,5,5,2,32.0966,34.7738
78752,2019-09-18 20:00:00+03:00,Tel-Haim,6,2,20,32.05977,34.80165
221203,2019-12-02 17:30:00+02:00,Neot Afeka b,13,0,17,32.119821,34.821159
202042,2019-11-23 17:30:00+02:00,Tel Aviv Cardo,240,5,17,32.077290000000005,34.76644
309556,2020-01-17 05:00:00+02:00,Tel Baruch,47,4,5,32.11823,34.81129
381258,2020-02-19 14:00:00+02:00,Babylonian,57,2,14,32.094614,34.798612
35460,2018-07-22 04:30:00+03:00,Montefiore,28,6,4,32.063478,34.781764
303823,2020-01-14 11:00:00+02:00,Jaffa D,16,1,11,32.035393,34.75873
170221,2019-11-08 23:00:00+02:00,Tzahala,44,4,23,32.12175,34.83999
196508,2019-11-22 01:00:00+02:00,Jaffa D,2,4,1,32.035393,34.75873
322396,2020-01-26 05:00:00+02:00,Lights,7,6,5,32.058597,34.8004
251918,2019-12-18 07:30:00+02:00,Neve Chen,2,2,7,32.05305,34.80915
382612,2020-02-20 00:00:00+02:00,Level of pilots,6,3,0,32.06001,34.80421
89335,2019-09-24 02:30:00+03:00,Neve Chen,4,1,2,32.05401,34.80959
152449,2019-10-30 15:30:00+02:00,Jaffa D,35,2,15,32.035393,34.75873
251070,2019-12-15 01:00:00+02:00,Tzahala Gardens,12,6,1,32.12538,34.82611
270915,2019-12-28 05:00:00+02:00,Jaffa College Tel Aviv and Dakar,54,5,5,32.03989,34.756409999999995
337530,2020-01-31 22:30:00+02:00,Tzahala,42,4,22,32.12197800000001,34.834447999999995
316193,2020-01-21 06:30:00+02:00,The new north - the southern part,63,1,6,32.079221000000004,34.788357
308519,2020-01-15 21:30:00+02:00,Hadar-Yosef,26,2,21,32.10746,34.81797
188615,2019-11-18 14:30:00+02:00,The New North - the northern part,59,0,14,32.091512,34.783599
196850,2019-11-22 03:30:00+02:00,Nir Aviv,13,4,3,32.047270000000005,34.81232
142434,2019-10-26 13:30:00+03:00,Ajami and Givat Aliya,52,5,13,32.03937,34.745740000000005
44938,2018-10-14 14:30:00+03:00,Givat Herzl,26,6,14,32.05421,34.76883
165764,2019-11-07 13:30:00+02:00,The Yemenite Vineyard,18,3,13,32.069981,34.763805
59943,2018-11-30 05:00:00+02:00,Jaffa Genoa Golan,6,4,5,32.03118,34.74958
260760,2019-12-22 01:00:00+02:00,Neot Afeka b,75,6,1,32.11846,34.81971
18230,2018-07-12 10:30:00+03:00,Tel Baruch North,19,3,10,32.12362,34.81801
108581,2019-10-11 01:00:00+03:00,Port of Tel Aviv,10,4,1,32.0966,34.7738
374305,2020-02-17 09:00:00+02:00,Port of Tel Aviv,6,0,9,32.0966,34.7738
32238,2018-07-19 03:30:00+03:00,Old Jaffa,13,3,3,32.051513,34.749902
22895,2018-07-13 23:00:00+03:00,Jaffa D,14,4,23,32.035393,34.75873
204006,2019-11-25 08:30:00+02:00,Neve Dan,39,0,8,32.11252,34.82845
198381,2019-11-22 15:00:00+02:00,Neve Tzedek,22,4,15,32.06245,34.76661
135060,2019-10-23 06:00:00+03:00,Jaffa Genoa Golan,38,2,6,32.03141,34.74965
367922,2020-02-13 10:00:00+02:00,Revivim,11,3,10,32.11472,34.82673
50546,2018-11-26 07:00:00+02:00,Tzahala Gardens,27,0,7,32.12115,34.8311
220269,2019-12-02 10:30:00+02:00,Ramat Aviv c,58,0,10,32.12399,34.79704
244068,2019-12-10 20:30:00+02:00,Revivim,15,1,20,32.11697,34.82713
154130,2019-11-01 04:00:00+02:00,North Jaffa,33,4,4,32.05434,34.75738
365591,2020-02-12 16:30:00+02:00,Old Jaffa,30,2,16,32.05383,34.7516
227714,2019-12-04 18:00:00+02:00,Hope,61,2,18,32.05161,34.78635
118580,2019-10-15 04:00:00+03:00,Givat Herzl,66,1,4,32.05206,34.77348
192127,2019-11-19 16:30:00+02:00,Old North - Southern part,65,1,16,32.081666,34.774062
232149,2019-12-06 03:30:00+02:00,Hadar-Yosef,22,4,3,32.1078,34.82067
32588,2018-07-19 06:30:00+03:00,Hope,36,3,6,32.05061,34.79185
122123,2019-10-16 06:30:00+03:00,Kfir,5,2,6,32.04842,34.79937
285330,2020-01-04 16:30:00+02:00,The new north - the southern part,59,5,16,32.079221000000004,34.788357
26653,2018-07-16 05:00:00+03:00,Givat Herzl,20,0,5,32.05128,34.76747
97896,2019-10-04 18:00:00+03:00,Neve Sharett,32,4,18,32.116782,34.843358
384742,2020-02-22 15:30:00+02:00,Neot Afeka b,49,5,15,32.11886,34.81878
198208,2019-11-22 13:30:00+02:00,Yad Eliyahu,26,4,13,32.06214600000001,34.790668
230649,2019-12-05 16:00:00+02:00,Spring Cliffs,14,3,16,32.125370000000004,34.7945
115119,2019-10-14 01:30:00+03:00,Tzahala Gardens,80,0,1,32.12182,34.82582
195376,2019-11-21 16:30:00+02:00,Montefiore,95,3,16,32.06119,34.78355
302344,2020-01-13 00:00:00+02:00,Sea views,74,0,0,32.120495,34.7926
215547,2019-11-30 23:30:00+02:00,Jaffa D,35,5,23,32.035393,34.75873
376303,2020-02-18 00:30:00+02:00,Jaffa Genoa Golan,33,1,0,32.037440000000004,34.75198
245558,2019-12-13 08:00:00+02:00,Neve Chen,6,4,8,32.0547,34.80859
152034,2019-10-30 12:30:00+02:00,Employment area - Holon Junction,4,2,12,32.040209999999995,34.77132
144561,2019-10-28 04:30:00+02:00,Hadar-Yosef,2,0,4,32.107032000000004,34.821409
351307,2020-02-05 05:00:00+02:00,Shapira,46,2,5,32.050329999999995,34.78205
143752,2019-10-26 23:00:00+03:00,Tzahala Gardens,88,5,23,32.12299,34.8308
300083,2020-01-12 07:30:00+02:00,Glilot,49,6,7,32.13656,34.7936
188738,2019-11-18 15:30:00+02:00,Sea views,59,0,15,32.11475,34.78565
314109,2020-01-20 15:00:00+02:00,Ramat Aviv,30,0,15,32.10923,34.79988
215132,2019-11-30 20:00:00+02:00,Tel-Haim,1,5,20,32.06485,34.80288
180277,2019-11-14 01:30:00+02:00,Bitzaron and Ramat Israel,7,3,1,32.070423,34.794824
185851,2019-11-17 18:30:00+02:00,Givat Herzl,9,6,18,32.05328,34.76793
298665,2020-01-11 20:30:00+02:00,Old North - Southern part,143,5,20,32.083389000000004,34.769872
91237,2019-09-25 16:30:00+03:00,The Yemenite Vineyard,7,2,16,32.07164,34.76797
238045,2019-12-07 23:30:00+02:00,Ramat Aviv c,40,5,23,32.127340000000004,34.79666
217068,2019-12-01 11:00:00+02:00,Neve Tzedek,35,6,11,32.06203,34.767520000000005
15933,2018-07-11 17:00:00+03:00,Bitzaron and Ramat Israel,32,2,17,32.066956,34.793493
291210,2020-01-09 12:30:00+02:00,Ramat Aviv,29,3,12,32.112999,34.79869
232138,2019-12-06 03:00:00+02:00,Yedidya,3,4,3,32.04637,34.80013
262754,2019-12-22 16:00:00+02:00,Fairgrounds,10,6,16,32.1034,34.8059
245792,2019-12-13 09:30:00+02:00,The New North - the northern part,58,4,9,32.09212,34.78798
288138,2020-01-06 13:30:00+02:00,Tel Baruch North,43,0,13,32.12335,34.81605
5823,2018-07-07 01:00:00+03:00,The Ayalon Highlands,18,5,1,32.08475,34.79567
187870,2019-11-18 09:00:00+02:00,Old North - Northern part,64,0,9,32.083,34.7806
273521,2019-12-29 00:00:00+02:00,The inheritance of Isaac,18,6,0,32.078621000000005,34.797969
366404,2020-02-12 23:00:00+02:00,Afeka,8,2,23,32.12033,34.80803
389724,2020-02-25 09:00:00+02:00,Ajami and Givat Aliya,16,1,9,32.03849,34.7498
231460,2019-12-05 22:30:00+02:00,Fairgrounds,3,3,22,32.1034,34.8059
209849,2019-11-29 04:30:00+02:00,Sde Dov area,4,4,4,32.12415,34.814809999999994
186291,2019-11-17 21:30:00+02:00,Port of Tel Aviv,7,6,21,32.0966,34.7738
335783,2020-01-31 09:30:00+02:00,The inheritance of Isaac,7,4,9,32.0755,34.8014
314134,2020-01-20 15:00:00+02:00,Yad Eliyahu,10,0,15,32.05965,34.79945
84254,2019-09-21 12:30:00+03:00,Sarona Gardens,7,5,12,32.0736,34.7843
362309,2020-02-11 15:00:00+02:00,Shapira,38,1,15,32.05077,34.781240000000004
105095,2019-10-07 22:30:00+03:00,Yedidya,5,0,22,32.04553,34.80455
102984,2019-10-07 07:00:00+03:00,Ramat Hahayal,22,0,7,32.1123,34.83558
288886,2020-01-06 19:00:00+02:00,Tel aviv university,47,0,19,32.107997999999995,34.802707
165822,2019-11-07 14:00:00+02:00,Sea views,94,3,14,32.116040000000005,34.78607
354547,2020-02-08 05:00:00+02:00,Ramat Aviv c,27,5,5,32.12324,34.80773
163865,2019-11-06 09:30:00+02:00,Level of pilots,12,2,9,32.059090000000005,34.80777
369254,2020-02-13 20:00:00+02:00,Ajami and Givat Aliya,29,3,20,32.04098,34.74747
162263,2019-11-05 16:30:00+02:00,Old North - Northern part,108,1,16,32.0861,34.77474
127151,2019-10-17 19:30:00+03:00,Florentine,42,3,19,32.05681,34.76785
52417,2018-11-26 21:00:00+02:00,Tel-Haim,7,0,21,32.06169000000001,34.80383
310872,2020-01-17 14:30:00+02:00,Tel Aviv Cardo,136,4,14,32.06255,34.777159999999995
99006,2019-10-05 02:00:00+03:00,The nursery,44,5,2,32.126059999999995,34.83471
142954,2019-10-26 17:00:00+03:00,Tel Aviv Cardo,86,5,17,32.067507,34.768924
103097,2019-10-07 08:00:00+03:00,Kiryat Shalom,63,0,8,32.04571,34.77626
367503,2020-02-13 07:00:00+02:00,Old Jaffa,10,3,7,32.053709999999995,34.75169
252933,2019-12-18 15:00:00+02:00,Ajami and Givat Aliya,71,2,15,32.04137,34.75023
95600,2019-10-04 01:00:00+03:00,Jaffa College Tel Aviv and Dakar,27,4,1,32.04314,34.75912
219277,2019-12-02 03:30:00+02:00,Kfir,15,0,3,32.0473,34.805640000000004
21542,2018-07-13 12:00:00+03:00,The New North - the northern part,25,4,12,32.095042,34.792425
90684,2019-09-25 12:30:00+03:00,Ramat Hahayal,27,2,12,32.11705,34.83805
247719,2019-12-14 00:30:00+02:00,Ajami and Givat Aliya,28,5,0,32.04103,34.7495
204926,2019-11-25 15:30:00+02:00,Jaffa D,30,0,15,32.035393,34.75873
207422,2019-11-26 10:30:00+02:00,Afeka,48,1,10,32.1243,34.8028
131725,2019-10-22 04:30:00+03:00,Tzahala,30,1,4,32.12181,34.83795
25053,2018-07-14 16:30:00+03:00,Hope,9,5,16,32.04967,34.79506
38321,2018-10-10 13:00:00+03:00,Sea views,83,2,13,32.1161,34.78607
3796,2018-07-06 09:00:00+03:00,Neve Sharett,10,4,9,32.117818,34.839188
9371,2018-07-09 10:30:00+03:00,Neve Ofer,25,0,10,32.04107,34.766220000000004
314495,2020-01-20 18:00:00+02:00,Neve Ofer,44,0,18,32.0405,34.76226
19419,2018-07-12 19:30:00+03:00,Tel Baruch North,24,3,19,32.123870000000004,34.81223
342833,2020-02-02 14:30:00+02:00,Atidim,10,6,14,32.1097,34.8408
217634,2019-12-01 15:30:00+02:00,Babylonian,46,6,15,32.096792,34.797362
5902,2018-07-07 02:00:00+03:00,Bitzaron and Ramat Israel,7,5,2,32.066956,34.793493
73032,2019-09-17 00:30:00+03:00,Tzahala,7,1,0,32.121790000000004,34.83801
365912,2020-02-12 19:00:00+02:00,Old Jaffa,36,2,19,32.05383,34.7516
110068,2019-10-12 12:00:00+03:00,Neve Tzedek,31,5,12,32.06036,34.761540000000004
382467,2020-02-19 23:00:00+02:00,Employment area - Holon Junction,1,2,23,32.04216,34.7716
344163,2020-02-03 00:30:00+02:00,Old Jaffa,33,0,0,32.055,34.75418
143371,2019-10-26 20:30:00+03:00,Fairgrounds,4,5,20,32.1034,34.8059
248115,2019-12-14 03:30:00+02:00,Jaffa College Tel Aviv and Dakar,35,5,3,32.04625,34.76211
196269,2019-11-21 23:00:00+02:00,Ramat Aviv c,88,3,23,32.1274,34.80301
291770,2020-01-09 17:00:00+02:00,Hope,25,3,17,32.051520000000004,34.7868
101223,2019-10-05 18:00:00+03:00,The New North - the northern part,87,5,18,32.093871,34.785879
98613,2019-10-04 23:30:00+03:00,Florentine,36,4,23,32.05885,34.76941
372124,2020-02-16 17:00:00+02:00,Givat Herzl,23,6,17,32.05024,34.77308
122657,2019-10-16 10:30:00+03:00,Ajami and Givat Aliya,30,2,10,32.04254,34.75097
128185,2019-10-21 03:00:00+03:00,Atidim,55,0,3,32.106652000000004,34.835506
143986,2019-10-27 01:00:00+03:00,North Jaffa,15,6,1,32.054935,34.760619
98550,2019-10-04 23:00:00+03:00,Jaffa D,9,4,23,32.03433,34.75768
181302,2019-11-14 09:00:00+02:00,Revivim,11,3,9,32.11816,34.83186
216026,2019-12-01 03:00:00+02:00,Ramat Aviv c,48,6,3,32.12783,34.80115
23577,2018-07-14 04:30:00+03:00,Neot Afeka b,13,5,4,32.11861,34.81956
48072,2018-10-15 14:00:00+03:00,Neve Sharett,43,0,14,32.1202,34.84162
47977,2018-10-15 13:30:00+03:00,Atidim,4,0,13,32.10781,34.83784
323581,2020-01-26 13:30:00+02:00,Yedidya,2,6,13,32.04433,34.80288
310747,2020-01-17 13:30:00+02:00,Tzahalon and savings settlements,34,4,13,32.04676,34.753190000000004
33542,2018-07-19 14:00:00+03:00,Givat Herzl,16,3,14,32.050787,34.771715
325479,2020-01-27 04:00:00+02:00,The inheritance of Isaac,34,0,4,32.078621000000005,34.797969
340909,2020-02-01 23:30:00+02:00,Yarkon Park,42,5,23,32.0989,34.778
175315,2019-11-12 13:00:00+02:00,Old North - Northern part,88,1,13,32.09511,34.77792
192646,2019-11-19 20:30:00+02:00,Maoz Aviv,11,1,20,32.11172,34.81389
13032,2018-07-10 18:30:00+03:00,Plan for,8,1,18,32.10497,34.79035
107753,2019-10-10 19:00:00+03:00,Montefiore,32,3,19,32.063478,34.781764
99421,2019-10-05 05:00:00+03:00,The new north - the southern part,27,5,5,32.080102000000004,34.785962
208033,2019-11-26 14:30:00+02:00,Tzahalon and savings settlements,89,1,14,32.03771,34.751740000000005
24173,2018-07-14 09:30:00+03:00,Florentine,132,5,9,32.0589,34.76778
166288,2019-11-07 17:30:00+02:00,Shapira,54,3,17,32.04795,34.778063
39401,2018-10-10 21:00:00+03:00,Yad Eliyahu,81,2,21,32.05808,34.796479999999995
4904,2018-07-06 17:30:00+03:00,Spring Cliffs,3,4,17,32.130074,34.791931
38459,2018-10-10 14:00:00+03:00,Shapira,35,2,14,32.05273,34.77668
243090,2019-12-10 13:00:00+02:00,Port of Tel Aviv,5,1,13,32.0966,34.7738
324868,2020-01-26 23:30:00+02:00,Revivim,21,6,23,32.115559999999995,34.827090000000005
331739,2020-01-29 03:30:00+02:00,Hope,43,2,3,32.0508,34.793
205995,2019-11-25 23:30:00+02:00,Sea views,100,0,23,32.12085,34.79365
257743,2019-12-21 02:30:00+02:00,Jaffa College Tel Aviv and Dakar,38,5,2,32.03878,34.75934
377727,2020-02-18 11:00:00+02:00,Tzahala,19,1,11,32.12015,34.83713
160818,2019-11-05 05:00:00+02:00,Sea views,30,1,5,32.11842,34.79159
223040,2019-12-03 07:00:00+02:00,The New North - the northern part,9,1,7,32.093232,34.791399
4194,2018-07-06 12:00:00+03:00,Ramat Hahayal,6,4,12,32.11404,34.834990000000005
336992,2020-01-31 18:30:00+02:00,Yedidya,3,4,18,32.045120000000004,34.80673
50120,2018-11-26 04:00:00+02:00,Neve Tzedek,10,0,4,32.06119,34.76285
360018,2020-02-09 22:00:00+02:00,Hadar-Yosef,39,6,22,32.10791,34.81804
81568,2019-09-20 17:00:00+03:00,North Jaffa,48,4,17,32.051976,34.764434
69241,2019-09-15 20:30:00+03:00,Fairgrounds,6,6,20,32.1034,34.8059
376727,2020-02-18 03:30:00+02:00,Tel Aviv Cardo,122,1,3,32.074095,34.769071999999994
344148,2020-02-03 00:30:00+02:00,Maoz Aviv,29,0,0,32.111722,34.816493
56033,2018-11-28 00:00:00+02:00,Port of Tel Aviv,1,2,0,32.0966,34.7738
155545,2019-11-01 14:30:00+02:00,Hope,29,4,14,32.0508,34.79452
164923,2019-11-07 07:30:00+02:00,Port of Tel Aviv,1,3,7,32.0966,34.7738
74443,2019-09-17 11:30:00+03:00,Montefiore,7,1,11,32.06855,34.78823
222182,2019-12-03 01:00:00+02:00,Atidim,12,1,1,32.107238,34.83433
238327,2019-12-08 01:30:00+02:00,The inheritance of Isaac,47,6,1,32.0755,34.8014
290922,2020-01-09 10:30:00+02:00,Jaffa Genoa Golan,37,3,10,32.0304,34.74814
373976,2020-02-17 06:30:00+02:00,Sde Dov area,4,0,6,32.10414,34.78188
121874,2019-10-16 04:30:00+03:00,Neve Sharett,17,2,4,32.116782,34.843358
217468,2019-12-01 14:00:00+02:00,North Star,23,6,14,32.102509999999995,34.78797
202158,2019-11-23 18:30:00+02:00,North Star,3,5,18,32.09981,34.78679
299556,2020-01-12 03:30:00+02:00,Level of pilots,25,6,3,32.059740000000005,34.810390000000005
71425,2019-09-16 13:00:00+03:00,Kfir,20,0,13,32.04741,34.80573
259253,2019-12-21 13:30:00+02:00,Neve Avivim and its surroundings,65,5,13,32.11884000000001,34.79622
138723,2019-10-25 09:00:00+03:00,Yedidya,4,4,9,32.04633,34.80019
370212,2020-02-16 02:30:00+02:00,Tel Baruch,23,6,2,32.12229,34.813990000000004
260668,2019-12-22 00:00:00+02:00,Tzahala,11,6,0,32.12339,34.83802
23844,2018-07-14 06:30:00+03:00,Sea views,10,5,6,32.120495,34.7926
79766,2019-09-20 03:30:00+03:00,Revivim,52,4,3,32.118140000000004,34.83213
368470,2020-02-13 14:00:00+02:00,Revivim,8,3,14,32.11483,34.82688
245888,2019-12-13 10:30:00+02:00,Kiryat Shalom,54,4,10,32.0438,34.77328
377916,2020-02-18 12:30:00+02:00,Tel aviv university,50,1,12,32.116362,34.807152
344529,2020-02-03 03:30:00+02:00,Ajami and Givat Aliya,57,0,3,32.05019,34.75072
259960,2019-12-21 18:30:00+02:00,The Woods Park,1,5,18,32.04436,34.77006
333914,2020-01-29 19:30:00+02:00,Yad Eliyahu,49,2,19,32.055609999999994,34.797090000000004
336636,2020-01-31 16:00:00+02:00,Spring Cliffs,57,4,16,32.124,34.7917
216217,2019-12-01 04:30:00+02:00,Old Jaffa,19,6,4,32.050287,34.752289000000005
172248,2019-11-09 14:00:00+02:00,North Star,12,5,14,32.101440000000004,34.78433
102922,2019-10-07 06:30:00+03:00,Tel Aviv Cardo,139,0,6,32.07005,34.772739
350888,2020-02-05 02:00:00+02:00,Spring Cliffs,12,2,2,32.12891,34.79315
121789,2019-10-16 04:00:00+03:00,Jaffa D,7,2,4,32.035393,34.75873
58200,2018-11-29 16:00:00+02:00,Neve Chen,19,3,16,32.05287,34.81063
353186,2020-02-05 19:00:00+02:00,Ramat Aviv,29,2,19,32.107753,34.793926
216884,2019-12-01 09:30:00+02:00,Spring Cliffs,17,6,9,32.12771,34.79261
282178,2020-01-03 17:00:00+02:00,Lights,3,4,17,32.05581,34.80515
136131,2019-10-23 14:00:00+03:00,Jaffa College Tel Aviv and Dakar,43,2,14,32.03765,34.75699
350580,2020-02-05 00:00:00+02:00,Maoz Aviv,10,2,0,32.10967,34.81259
21765,2018-07-13 14:00:00+03:00,Neot Afeka b,34,4,14,32.12121,34.82501
122699,2019-10-16 10:30:00+03:00,Sarona Gardens,7,2,10,32.070695,34.781803000000004
87499,2019-09-23 13:00:00+03:00,Ezra and the crates,28,0,13,32.04393,34.7904
372783,2020-02-16 22:00:00+02:00,Afeka,26,6,22,32.119890000000005,34.802820000000004
315889,2020-01-21 04:30:00+02:00,Jaffa D,28,1,4,32.03679,34.75715
151363,2019-10-30 07:30:00+02:00,Glilot,82,2,7,32.139294,34.792075
209878,2019-11-29 05:00:00+02:00,Florentine,44,4,5,32.05877,34.76968
136122,2019-10-23 14:00:00+03:00,Babylonian,13,2,14,32.098032,34.798089000000004
359803,2020-02-09 20:00:00+02:00,Tzahalon and savings settlements,50,6,20,32.04455,34.75392
120835,2019-10-15 20:30:00+03:00,Tzahala,7,1,20,32.12173,34.83875
65168,2019-09-12 14:00:00+03:00,Florentine,75,3,14,32.05532,34.76781
262619,2019-12-22 15:00:00+02:00,Fairgrounds,1,6,15,32.1034,34.8059
259505,2019-12-21 15:30:00+02:00,Afeka,30,5,15,32.12121,34.808820000000004
198559,2019-11-22 16:30:00+02:00,Employment area - Holon Junction,18,4,16,32.03821,34.77579
261023,2019-12-22 03:00:00+02:00,Maoz Aviv,8,6,3,32.11006,34.8149
198485,2019-11-22 15:30:00+02:00,Yad Eliyahu,68,4,15,32.05777,34.79787
23238,2018-07-14 01:30:00+03:00,Spring Cliffs,11,5,1,32.1266,34.7924
253098,2019-12-18 16:00:00+02:00,Neve Chen,11,2,16,32.05313,34.81225
288214,2020-01-06 14:00:00+02:00,Tzahalon and savings settlements,11,0,14,32.04529,34.75535
115523,2019-10-14 04:30:00+03:00,Tzahala,24,0,4,32.12197800000001,34.834447999999995
98360,2019-10-04 21:30:00+03:00,North Jaffa,32,4,21,32.055719,34.756039
144096,2019-10-27 01:00:00+02:00,Hope,42,6,1,32.05001,34.79493
212360,2019-11-29 23:30:00+02:00,Neot Afeka b,37,4,23,32.11683,34.8239
300927,2020-01-12 13:30:00+02:00,Tel Baruch North,11,6,13,32.123909999999995,34.811890000000005
